SMILES,HOMO,LUMO,S1,SI
CC(C1C=CC2=C(C=1)B1C3SC4=C(C=3N(C3C1=C(N2C1=CC=C(C=C1)C(C)(C)C)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)C=C(C=C4)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.849888,-1.4805722,2.6298,2.9305
CC(C1=CC=C2C(=C1)N(C1C=CC(=CC=1)C(C)(C)C)C1C3B2C2SC4C(C=2N(C=3C=CC=1)C1=CC=C(C=C1)C(C)(C)C)=CC=CC=4)(C)C,-4.7897506,-1.3202971,2.6991,3.0281
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3C=C(C=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC2=C1C1C=CC=CC=1S2)C1=CC=C2C(=C1)OC1=C2C=CC=C1)(C)C,-4.955468,-1.7624824,2.5837,2.837
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1=CC=CC(=C1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1=CC=CC2=C1OC1=C2C=CC=C1)(C)C,-4.699953,-1.5058789,2.5657,2.8348
FC1=CC=CC=C1N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1=CC=CC(=C1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1=CC=CC2=C1OC1=C2C=CC=C1,-4.759274,-1.5216615,2.6055,2.8708
CC1C=CC2=C(C=1)B1C3SC4C(C=3N(C3=C1C(N2C1=CC=C2C(=C1)C=CC=C2)=CC(=C3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)=CC(=CC=4)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.845262,-1.5303692,2.397,2.8497
CC(C1C=CC=C(C=1)N1C2C=C(C=CC=2B2C3=C1C=CC=C3N(C1=C2SC2=C1C(=CC=C2)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C2C=1C=CC=C2)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.853153,-1.6462897,2.436,2.7287
FC1C=CC=C(C=1N(C1=CC2N(C3C=CC(=CC=3)C(C)(C)C)C3C=CC=C4C=3B(C=2C2=C1C1C=CC=CC=1O2)C1C=C(C=CC=1N4C1C=CC(=CC=1)C(C)(C)C)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)F,-4.8496156,-1.3711824,2.7026,2.9582
CC(C1C=CC(=CC=1)N(C1C=C2N(C3C=CC(=CC=3)C(C)(C)C)C3=CC=CC4=C3B(C2=C2C=1C1=CC=CC=C1O2)C1=CC(=CC=C1O4)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-5.158193,-1.5915948,2.6045,3.0615
C1C=CC(=CC=1)C1=CC=C(C=C1)N(C1C=C2CCN3C2=C(C=1)B1C2=C3C=CC=C2N2C3=C1C=C(C=C3CC2)N(C1C=CC(=CC=1)C1C=CC=CC=1)C1=CC=C(C=C1)C1C=CC=CC=1)C1C=CC(=CC=1)C1=CC=CC=C1,-4.724171,-1.6465619,2.4764,2.6025
CC1C=CC(=CC=1)N1C2=CC(C)=CC=C2B2C3=C1C=C1OC4C(C1=C3N(C1=C2C=CC(=C1)C)C1C=CC(=CC=1)C)=CC=CC=4,-4.935876,-1.3026097,2.7143,3.0728
CC(C1=CC=C2C(=C1)B1C3=C(N2C2=CC(=CC(=C2)C2CCCCC2)C2CCCCC2)C=CC=C3N(C2=C1C=C(C=C2)C(C)(C)C)C1C=C(C=C(C=1)C1CCCCC1)C1CCCCC1)(C)C,-4.845262,-1.281657,2.8266,3.0245
CC(C1C=CC(=CC=1)C1C=CC=C(C=1N1CCN2C3C1=CC=CC=3B1C3=C2C=CC=C3N2C3C1=CC=CC=3N(CC2)C1C(=CC=CC=1C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.730974,-1.2149891,2.7483,2.9915
FC1C=CC=C(C=1C1N=CC2=C(C=1)N(C1=C3B2C2SC4=C(C=2N(C3=CC(=C1)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC2=C1C1C=CC=CC=1C1C2=CC=CC=1)C=CC=C4)C1=CC=CC2=C1C1C=CC=CC=1C1C2=CC=CC=1)F,-5.3018694,-1.8433002,2.6428,3.008
CC1C=CC2=C(C=1)B1C3C(N2C2=CC=CC4=C2CCCC4)=CC=CC=3N(C2=C1C=C(C)C=C2)C1=CC=CC2=C1CCCC2,-4.915195,-1.3469644,2.813,3.0366
C1=CC=C(C=C1)N(C1=CC=C2C(=C1)N1C3C=CC=CC=3C3=C1C1B2C2=NC=C(C=C2N2C=1C(=C3)C1C2=CC=CC=1)N(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=CC=1,-5.261052,-1.9847995,2.3913,2.8463
CC1=CC=C2C(=C1)B1C3SC4=C(C=3N(C3C1=C(N2C1C=CC(=CC=1)C(C)(C)C)C=C(C=3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)C=C(C=C4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.8177786,-1.4511839,2.6705,2.9456
CC1=CC=C(C=C1)N(C1C=C2N(C3C(C)=CC(=CC=3C)C)C3C=C4N(C5=C(C)C=C(C=C5C)C)C5C=C(N(C6=CC=C(C=C6)C)C6C=CC(=CC=6)C)C6=C(C=5B5C4=C4C=3B(C2=C2C=1C1=CC=CC=C1O2)C1C=CC=CC=1N4C1C5=CC=CC=1)OC1C6=CC=CC=1)C1C=CC(=CC=1)C,-4.924175,-1.5741795,2.7526,2.885
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3=CC=C4C(=C3)OC3=C4C=CC=C3)C3=CC=CC4=C3B(C=1C=2)C1SC2=C(C=1N4C1=CC=CC(=C1)C(C)(C)C)C=CC=C2)C1=CC=C2C(=C1)C=CC=C2)(C)C,-4.7396817,-1.5943159,2.3539,2.7717
FC1=CC=CC=C1N1C2C=C3C(=CC=2B2C4=C1C=CC=C4N(C1=C2SC2=C1C=CC=C2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1=CC=CC(=C1)C(C)(C)C)C1C=CC2=C(C=1)C1C=CC=CC=1O2,-4.77424,-1.4555378,2.6733,2.9054
CC(C1C=CC2=C(C=1)B1C3=C(N2C2=CC=C4C(=C2)C2=CC=CC=C2O4)C=C(C=C3N(C2=C1SC1C2=CC=CC=1N(C1C=CC=CC=1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.865126,-1.4835656,2.5026,2.9482
C1C=CC2C(C=1)=CC=C(C=2)N(C1C=C2C3=C(C=1)N1C4CCCCC=4C4C1=C(B3C1C3N2C2CCCCC=2C=3C=CC=1)C=CC=4)C1C=CC2C(C=1)=CC=CC=2,-4.931522,-1.4669666,2.4865,2.8688
CC(C1=CC=C(C=C1)N(C1C=C2N(C3C=CC(=CC=3)C(C)(C)C)C3=CC=CC4=C3B(C2=C2C=1C1=CC=CC=C1O2)C1=CC(=CC=C1S4)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-5.127172,-1.7102365,2.5148,2.9063
CC1=CC=C2C(=C1)B1C3C(N2C2=CC=C4C(=C2)C2C=CC=CC=2S4)=CC(=CC=3N(C2=C1SC1C2=CC=C(C=1)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1C=CC=CC=1)C1=CC=CC=C1,-4.7677093,-1.4547215,2.3513,2.9041
CC1C=CC(=CC=1)N1C2C=C(C)C=CC=2B2C3=C1C=C(C)C=C3N(C1C2=CC2SC=CC=2C=1)C1C=CC(=CC=1)C,-4.9372363,-1.4857424,2.6799,2.9306
CC(C1=CC=C2C(=C1)B1C3C(N2C2=CC=C(C=C2)C(C)(C)C)=CC=CC=3N(C2=C1C=C(C=C2)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.8942423,-1.298528,2.85,3.056
CC(C1=CC=C(C=C1)C1C=CC2=C(C=1)N(C1=CC=CC=C1C1=CC=CC=C1)C1C3B2C2SC4=C(C=2N(C=3C=C(C=1)N1C2C=CC=CC=2C2C1=CC=CC=2)C1C=CC(=CC=1)C(C)(C)C)C=CC=C4)(C)C,-5.050708,-1.6084659,2.7548,3.013
CC(C1=CC=C(C=C1)N1C2C=CC=C3C=2B(C2C1=CC=C(C=2)C(C)(C)C)C1=C(N3C2=CC3=C4C(=C2)N(C2C=CC(=CC=2)C(C)(C)C)C2=C(B4C4C(N3C3=CC=C(C=C3)C(C)(C)C)=CC=C(C=4)C(C)(C)C)C=C(C=C2)C(C)(C)C)C=CC(=C1)C(C)(C)C)(C)C,-4.751927,-1.4514561,2.6286,2.8726
CC1C=C(C)C(=C(C=1)C)B1C2C=CC=C3C=2N(C2C1=CC=CC=2)C1=C(B3C2=C(C)C=C(C=C2C)C)C=CC=C1,-5.9138536,-2.341541,2.7415,3.02
CC(C1=CC=CC(=C1)N1C2=CC(=CC=C2B2C3C1=CC=CC=3N(C1=C2SC2C1=C(C=CC=2)N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC2=C1C1=CC=CC=C1S2)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8490715,-1.6441128,2.4462,2.7297
CC(C1C=CC2=C(C=1)B1C3C4OC5=C(C=4C(=CC=3N(C3=C1C(N2C1C=CC=NC=1)=CC=C3)C1=CC=C(C=C1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)C=CC=C5)(C)C,-4.966897,-1.4642454,2.7951,2.9728
CC(C1=CC=C(C=C1)N1C2=CC(=CC3=C2B(C2=C1C1=CC(=CC=C1S2)C(C)(C)C)C1=C(N3C2C=CC(=CC=2)C(C)(C)C)SC2=C1C=C(C=C2)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.802812,-1.2430167,2.7128,3.0941
C1C=CC(=CC=1)N(C1SC2=C3C=1N1C4=CC=CC=C4C4C1=C(B3C1C(N2C2C=CC=CC=2)=CC=CC=1)C=CC=4)C1=CC=CC=C1,-5.007986,-1.6933655,2.1757,2.7788
CC(C1C=CC=C(C=1)N1C2C=C(C=CC=2B2C3C1=CC=CC=3N(C1=C2SC2=C1C=C(C=C2)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C2C=1C=CC=C2)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.840636,-1.58969,2.2042,2.7393
CC1=CC=C2C(=C1)B1C3=C(N2C2=CC=CC4=C2C2=CC=CC=C2O4)C=C(C=C3N(C2=C1SC1=C2C(=CC=C1)N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)N(C1C=CC=CC=1)C1=CC=CC=C1,-4.9826794,-1.7453392,2.2601,2.7494
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2N=C1C1=CC=CC2=C1C1C=CC=CC=1O2)B1C2=C(N3C3=CC=CC4=C3C3C=CC=CC=3N4C3C=CC=CC=3)C=CC=C2N(C2=C1SC1=C2C=CC=C1)C1=CC=CC(=C1)C(C)(C)C)(C)C,-4.7298856,-1.4838376,2.5001,2.8649
CC1=CC=C2C(=C1)B1C3C(N2C2=CC=C4C(=C2)C=CC=C4)=CC(=CC=3N(C2=C1SC1=C2C=CC=C1N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1,-4.8395476,-1.517852,2.3831,2.8464
C1=CC=C2C(=C1)C=CC(=C2)N(C1=CC2=C3C(=C1)N1C4CCCCC=4C4C1=C(B3C1=C3N2C2CCCCC=2C3=CC=C1)C=CC=4)C1=CC=C2C(=C1)C=CC=C2,-5.2904406,-1.9279277,2.6905,2.8952
CC(C1=CC=C(C=C1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1C2=CC=C2C=1N=C(N2C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC(=CC=1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.711382,-1.1616547,2.9096,3.05
CC1=CC2B(O)C3C=C(C)C=C4C=3N3C=2C(=C1)B1C2=CC(C)=CC=C2N2C5=C1C3=C1B4C3C=C(C)C=CC=3N3C1=C5B(C1=C2C=CC=C1)C1C3=CC=C(C=1)C,-5.513302,-2.0797672,2.8002,2.8888
C1CC[C@H]2[C@@H](C1)N1C3=CC=CC4=C3B(C3C1=C2C=CC=3)C1=CC=CC2=C1N4[C@H]1CCCC[C@H]21,-4.890977,-1.3730873,2.8162,3.0069
CC(C1C=CC=C(C=1)N1C(=NC2C1=CC1N(C3C=C(C=C4C=3B(C=1C=2)C1SC2=C(C=1N4C1C=CC=C(C=1)C(C)(C)C)C=CC=C2)N1C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=CC2=C1C1C=CC=CC=1C1C2=CC=CC=1)C1C=CC2=C(C=1)C=CC=C2)(C)C,-4.9135623,-1.6873789,2.6027,2.8537
CC(C1C=CC2=C(C=1)B1C3C4OC5=C(C=4C(=CC=3N(C3=C1C(N2C1=CC=C(C=C1)C(C)(C)C)=CC=C3)C1C=CC(=CC=1)C(C)(C)C)N(C1C=CC(=CC=1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)C=C1C(=C5)C=CC=C1)(C)C,-4.871929,-1.3885977,2.7445,2.9756
FC(C1=CC=C(C=C1)N1C2C=C(N(C3C=CC(=CC=3)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)C3=C(C=2B2C4=C1C=CC=C4N(C1C2=CC(=CC=1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)OC1=C3C=CC=C1)(F)F,-4.955468,-1.4500955,2.2836,2.9771
C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C2-N3C4C=CC=C5C=4B(C4=C3C(SC2=C1)=CC=C4)C1C=CC=C2C=1N5-C1=CC=C(C=C1S2)C1C=CC(=CC=1)C1=CC=CC=C1,-5.2790117,-2.1537824,2.2617,2.59
CC(C1C=CC(=CC=1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2C=C2C(=C1)OC1=C2C=CC=C1)C1C=CC(=CC=1)C(C)(C)C)N(C1=CC=C2C(=C1)C1=CC=CC=C1O2)C1C=CC2=C(C=1)C1C=CC=CC=1O2)(C)C,-4.8803644,-1.4533609,2.8225,2.9443
CC(C1=CC=C2C(=C1)B1C3C(=CC(=C4C=3OC3C4=CC=CC=3)N(C3=CC=C(C=C3)C(C)(C)C)C3=CC=C(C=C3)C(C)(C)C)N(C3C1=C(N2C1=CC=C(C=C1)P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)C=CC=3)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.929345,-1.4234283,2.792,2.9781
CC1=CC=C2C(=C1)B1C3SC4C(C=3N(C3=C1C(N2C1=CC=CC2=C1C1C=CC=CC=1O2)=CC(=C3)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)=CC(=CC=4)N(C1C=CC=CC=1)C1C=CC=CC=1,-4.881181,-1.5094163,2.6761,2.9484
C1C=CC(=CC=1)N(C1=CSC2C1=CC=CC=2)C1C=CC2=C(C=1)N1C3=CC=CC=C3C3C1=C1B2C2=CC=C(C=C2N2C1=C(C=3)C1=C2C=CC=C1)N(C1=CSC2=C1C=CC=C2)C1C=CC=CC=1,-5.319012,-1.8729607,2.0888,2.989
CC(C1C=CC=C(C=1)N1C(=NC2=C1C=C1N(C3=CC=CC4=C3B(C1=C2)C1SC2=C(C=1N4C1=CC=CC(=C1)C(C)(C)C)C=CC=C2)C1=CC=C2C3=C1C=CC1C3=C(C=C2)C=CC=1)C1C=CC(=CC=1)C(C)(C)C)(C)C,-4.7176404,-2.0057523,1.8546,2.2241
CC(C1=CC=CC(=C1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2SC2C1=CC(=CC=2)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC2=C1OC1=C2C=CC=C1)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.824581,-1.5031577,2.3883,2.8863
CC1C=CC(=CC=1)N1C2C=C3N=CN(C3=CC=2B2C3=C1C=C(C)C=C3N(C1C2=CC=C(C=1)C)C1C=CC(=CC=1)C)C1C=CC=CC=1,-4.8512483,-1.39404,2.7056,2.94
CC1C=C2N3C4C(C5=C3C=CC(=C5)C(C)(C)C)=CC(=CC=4B3C2=C(C=1)N1C2C3=CC(=CC=2C2=C1C=C(C=C2C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C,-5.31357,-1.9722823,2.7139,2.8347
FC1C=CC(=CC=1)N1C2C=CC(=CC=2B2C3C1=CC=CC=3N(C1=C2C2OC3=C(C=2C(=C1)N(C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)C=CC=C3)C1=CC=C(C=C1)C(C)(C)C)C(C)(C)C,-4.931794,-1.4277822,2.7868,2.9776
CC1=CC(=CC(=C1N1C2=CC(=CC=C2B2C3=C1C=C(C=C3N(C1=C2SC2C1=CC=CC=2)C1=C(C)C=C(C=C1C)C(C)(C)C)N1C2C=CC=CC=2C2C1=CC=CC=2)C1C=CC(=CC=1)C(C)(C)C)C)C(C)(C)C,-5.055062,-1.6318676,2.734,2.9924
CC(C1C=CC=C(C=1)C1=NC2=C(N1C1C=CC=C(C=1)C(C)(C)C)C=C1C(=C2)B2C3SC4=C(C=3N(C3=C2C(N1C1=CC=CC2=C1C1C=CC=CC=1S2)=CC(=C3)N1C2C=CC=CC=2C2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)C=CC=C4)(C)C,-4.9326105,-1.6027515,2.4449,2.9196
C1C=CC2=C(C=1)C1=CC3=C4C(=C1S2)N1C2C(B4C4C5N3C3C=CC=CC=3C=5C=CC=4)=CC=CC=2C2=C1C=CC=C2,-5.4754777,-2.3592284,2.481,2.6445
CC(C1C=CC=C(C=1)N1C2=CC=CC3=C2B(C2=C1C=C(C=C2)N(C1=CC=CC=C1)C1C=CC=CC=1)C1=C(N3C2=CC=C3C(=C2)C2=CC=CC=C2S3)C2=C(S1)C=CC=C2N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.972067,-1.7619381,1.9035,2.738
CC1=CC=C2C(=C1)B1C3C(N2C2=CC=CC4=C2C2C=CC=CC=2O4)=CC(=CC=3N(C2=C1SC1=C2C=CC=C1N(C1=CC=CC=C1)C1C=CC=CC=1)C1C=CC=C(C=1)C(C)(C)C)N(C1C=CC=CC=1)C1=CC=CC=C1,-4.8732896,-1.4696877,2.6587,2.98
FC1C=CC=CC=1N1C2=CC3=C(C=C2B2C4C1=CC=CC=4N(C1=C2SC2C1=CC=CC=2)C1C=CC=C(C=1)C(C)(C)C)N=C(N3C1C=CC=C(C=1)C(C)(C)C)C1=CC=C2C(=C1)C1C=CC=CC=1S2,-4.7747846,-1.4892799,2.6605,2.8809
CC(C1=CC=C2C(=C1)B1C3C(N2C2=CC=CC4=C2C2C=CC=CC=2O4)=CC(=CC=3N(C2=C1SC1=C2C=CC=C1N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.8768272,-1.467783,2.6649,2.9829
CC1C=C(C)C(=C(C=1)C)B1C2C=CC=C3C=2N(C2C1=CC=CC=2)C1=C(B3C2C(=CC(=CC=2C(F)(F)F)C(F)(F)F)C(F)(F)F)C=CC=C1,-6.050183,-2.5050814,2.6867,2.9989
CC1C=C2N(C3C=CC(=CC=3)C(C)(C)C)C3C=C4SC5C(C4=CC=3B3C2=C(C=1)N(C1=CC=C(C=C1)C(C)(C)C)C1=C3SC2C1=CC=C(C=2)C(C)(C)C)=CC=CC=5,-4.824037,-1.4234283,2.6577,2.9187
FC1=CC=CC(=C1N1C2=CC=CC=C2B2C3C1=CC=CC=3N(C1=C2C2OC3=C(C=2C(=C1)N(C1C=CC=CC=1)C1C=CC=CC=1)C=CC=C3)C1C=CC=CC=1)F,-5.033837,-1.487103,2.8278,3.0228
CC(C1=CC=C(C=C1)N1C2=CC(=CC=C2B2C3=C1C=C(C=C3N(C1=C2SC2=C1C=C(C=C2)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)N(C1=CC=CC=C1)C1=CC=CC=C1)N(C1C=CC(=CC=1)C1C=CC=CC=1)C1C=CC(=CC=1)C1=CC=CC=C1)(C)C,-4.824309,-1.4177139,2.6853,2.9299
C1=CC=C(C=C1)N(C1=CC=C2C(=C1)C1C=CC3C4C=1-B2C1SC2=C(C=1C=4C=CC=3)C=CC=C2)C1=CC=CC=C1,-5.255882,-2.9165177,1.4915,1.8363
CC(C1C=CC2=C(C=1)B1C3C(N2C2=CC=C4C(=C2)C2=CC=CC=C2O4)=CC(=CC=3N(C2=C1SC1C2=CC(=CC=1)N(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC(=C1)C(C)(C)C)N(C1C=CC=CC=1)C1C=CC=CC=1)(C)C,-4.8822694,-1.5151308,2.6504,2.9275
CC(C1C=CC2=C(C=1)C1=C(S2)N(C2C=CC(=CC=2)C(C)(C)C)C2=C3B1C1SC4C(C=1N(C3=CC=C2)C1C=CC(=CC=1)C(C)(C)C)=CC(=CC=4)C(C)(C)C)(C)C,-4.783492,-1.2280505,2.6996,3.0818
CC1C=C(C)C(=C(C=1)C)N1C2=CC3OC4C(C=3C=C2B2C3=C1C=C1C5=C3N(C3=C2C=CC=C3)C2=C(B5C3=C(N1C1=C(C)C=C(C=C1C)C)C=C1C(=C3)C3=C(O1)C=CC=C3)C=CC=C2)=CC=CC=4,-5.131526,-1.6868347,2.8766,2.9588
CC(C1C=CC(=CC=1)N1C2=CC(=CC=C2B2C3=C1C=CC=C3N(C1=C2C=CC(=C1)N(C1C=CC(=CC=1)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)C1C=CC(=CC=1)C(C)(C)C)C1=CC=C2C(=C1)C1=CC3=CC=CC=C3C=C1O2)(C)C,-4.8847184,-1.6375821,2.6647,2.9363
CC(C1C=CC2=C(C=1)B1C3=C(N2C2C=CC=C4C=2CCCC4)C=CC=C3N(C2C1=CC(=CC=2)C(C)(C)C)C1=CC=CC2=C1CCCC2)(C)C,-4.9279847,-1.3377124,2.8575,3.0549
CC(C1C=CC2=C(C=1)C1=CC(=CC=C1N2C1=CC2=C3C(=C1)N1C4C=CC(=CC=4C4C1=C(B3C1C3N2C2=CC=C(C=C2C=3C=C(C=1)C(C)(C)C)C(C)(C)C)C=C(C=4)C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,-5.488539,-2.1325574,2.7585,2.8588
CC(C1C=CC2=C(C=1)B1C3SC4C(C=3N(C3C1=C(N2C1=CC=C2C(=C1)C=CC=C2)C=C(C=3)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=C(C=1)C(C)(C)C)=CC=C(C=4)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.770703,-1.5020692,2.3438,2.8226
CC(C1=CC=CC(=C1)N1C2C=C(C=CC=2B2C3=C1C=CC=C3N(C1=C2SC2C1=CC=C(C=2)N(C1C=CC=CC=1)C1=CC=CC=C1)C1=CC=CC2=C1C1C=CC=CC=1O2)N(C1=CC=CC=C1)C1C=CC=CC=1)(C)C,-4.791111,-1.4939059,2.3285,2.8215
CC(C1=CC=CC(=C1)N1C2=CC3=C(C=C2N=C1C1=CC=CC2=C1OC1=C2C=CC=C1)B1C2=C(N3C3=CC=CC4=C3C3C=CC=CC=3N4C3=CC=CC=C3)C=CC=C2N(C2=C1SC1=C2C=CC=C1)C1=CC=CC(=C1)C(C)(C)C)(C)C,-4.683354,-1.4988039,2.5548,2.8285
C1C=CC(=CC=1)N(C1=CC2CCCN3C=2C(=C1)B1C2C3=CC=CC=2N2C3C1=CC(=CC=3CCC2)N(C1=CC=CC=C1)C1=CC=CC=C1)C1C=CC=CC=1,-4.7443075,-1.5507777,2.4896,2.6996
CC1C=CC2=C(C=1)B1C3SC4C(C=3N(C3=C1C(N2C1=CC=C2C(=C1)OC1C2=CC=CC=1)=CC(=C3)N(C1=CC=CC=C1)C1C=CC=CC=1)C1=CC=CC(=C1)C(C)(C)C)=CC(=CC=4)N(C1=CC=CC=C1)C1C=CC=CC=1,-4.859684,-1.4909126,2.5051,2.9408
C1C=CC2=C(-N3C4C=CC=C5C=4B(C4C3=C(O2)C=CC=4)C2C=CC=C3C=2N5-C2C=CC=CC=2O3)C=1,-5.1753364,-1.9116008,2.5058,2.7453
CC(C1=CC=C2C(=C1)C1=C(S2)B2C3C=CC(=CC=3N(C3=C2C(N1C1C=CC=C(C=1)C(C)(C)C)=CC(=C3)N(C1C=CC=CC=1)C1C=CC=CC=1)C1=CC=CC2=C1C1=CC=CC=C1S2)N(C1C=CC=CC=1)C1=CC=CC=C1)(C)C,-4.8637657,-1.4383945,2.7669,2.998
C1=CC=C(C=C1)N1C2=CC=C3C4=C2B(C2=C1C1C=CC=CC=1O2)C1C2N4C4=C5B3C3=CC=C6C7=C3N3C5=C(C=C4C=2C=CC=1)C1=C3C(B7C2=C(N6C3=CC=CC=C3)C3C(O2)=CC=CC=3)=CC=C1,-5.1660843,-1.8724164,2.7927,2.8878
CC(C1C=CC=C(C=1)N1C2C3C=CC(=CC=3SC=2B2C3=C1C=C(C=C3N(C1C2=CC(=CC=1)C(C)(C)C)C1=CC=CC2=C1C=CC=C2)N(C1C=CC=CC=1)C1C=CC=CC=1)N(C1=CC=CC=C1)C1=CC=CC=C1)(C)C,-4.781043,-1.4909126,2.2733,2.8056
C1C=CC(=CC=1)N(C1=CC=C2C(=C1)N1C3=C4B2C2SC5=C(C=2N2C4=C(C=C3C3C1=CC=CC=3)C1C2=CC=CC=1)C=CC=C5)C1=CC=CC=C1,-5.3576527,-2.0661616,2.4592,2.8703
C1=CC=C(C=C1)N1C2C=CC3=C4C=2B(C2=C1C1=CC=CC=C1S2)C1=C2N4C4C5B3C3C=CC6=C7C=3N3C=5C(=CC=4C2=CC=C1)C1C3=C(B7C2=C(N6C3C=CC=CC=3)C3=C(S2)C=CC=C3)C=CC=1,-5.1832275,-1.921397,2.7685,2.8576
CC(C1=CC=C(C=C1)N(C1=CC2N(C3=CC=NC=C3)C3C=CC=C4C=3B(C=2C2=C1C1C=CC=CC=1O2)C1=CC(=CC=C1N4C1C=CC(=CC=1)C(C)(C)C)C(C)(C)C)C1=CC=C(C=C1)C(C)(C)C)(C)C,-4.95955,-1.4588032,2.5767,2.977
CC(N(C1=CC2CCN3C=2C(=C1)B1C2C3=CC(=CC=2N2C3=C1C=C(C=C3CC2)N(C(C)C)C(C)C)N(C1C=CC=CC=1)C1=CC=CC=C1)C(C)C)C,-4.842813,-1.3793459,2.4908,2.9683
